laboratory_test,first_test,second_test,days_missing,hours_studied,first_exam,passed_last_exam
6,0.105,0.29,44,140,5.5,1
6,0.105,0.29,44,140,5.5,1
6,0.26,0.2,35,111,4.2,1
6,0.2,0.33,45,126,4.5,1
6,0.105,0.29,44,140,5.5,1
6,0.31,0.5,42,111,5.3,1
6,0.35,0.46,9,65,3.5,0
6,0.28,0.09,37,131,6.2,1
6,0.17,0.3,39,104,5.7,1
6,0.26,0.24,66,150,6.2,1
6,0.76,0.01,18,120,9.4,1
6,0.41,0.2,54,136,4.3,1
6,0.27,0.4,18,82,9.5,1
6,0.23,0.48,35,165,4.5,1
6,0.28,0.34,22,130,4.6,1
6,0.23,0.35,54,140,4.7,0
6,0.34,0.29,29,134,5.7,1
6,0.34,0.29,29,134,5.7,1
6,0.22,0.33,36,86,7.6,1
6,0.23,0.35,54,140,4.7,0
6,0.32,0.33,22,90,4.3,1
6,0.5,0.36,18,92,4.9,0
6,0.28,0.38,54,216,4.2,1
6,0.34,0.36,44,128,3.5,1
6,0.28,0.57,50,92,3.6,1
6,0.38,0.29,15,93,6,0
6,0.33,0.44,52,164,4.8,0
6,0.33,0.44,52,164,4.8,0
6,0.23,0.38,12,113,7.3,0
6,0.35,0.29,22,79,5.9,1
6,0.35,0.51,53,177,4.5,0
6,0.43,0.34,25,118,3.7,1
6,0.52,0.33,24,119,3.8,1
6,0.36,0.32,44,92,5,1
6,0.41,0.23,22,148,4.7,0
6,0.355,0.35,31,95,4.6,1
6,0.24,0.33,8,81,5.1,1
6,0.32,0.28,29,132,3.6,1
6,0.42,0.41,50,179,6,0
6,0.38,0.42,34,117,5.9,1
6,0.53,0.02,6,81,3.5,0
6,0.34,0.4,68,170,5,1
6,0.34,0.4,68,170,5,1
6,0.33,0.38,68,174,5,0
6,0.34,0.4,68,170,5,1
6,0.21,0.28,45,121,10.8,1
6,0.41,0.22,5,56,7.9,1
6,0.22,0.36,38,127,5.4,0
6,0.34,0.29,25,100,4.4,1
6,0.23,0.38,29,112,5.4,0
6,0.21,0.29,24,92,5,1
6,0.32,0.36,57,168,4.6,0
6,0.24,0.19,30,111,4.6,1
6,0.21,0.38,22,98,3.2,1
7,0.27,0.36,45,170,4.5,1
7,0.23,0.32,47,186,4,1
7,0.23,0.32,47,186,4,1
7,0.27,0.36,45,170,4.5,1
7,0.18,0.37,16,75,6.3,0
7,0.34,0.42,17,171,5.3,1
7,0.67,0.14,25,168,5.1,0
7,0.25,0.32,56,245,5,1
7,0.28,0.39,32,141,5.3,1
7,0.27,0.48,17,132,4.9,1
7,0.32,0.36,37,114,7.1,1
7,0.25,0.36,31,100,4.4,1
7,0.28,0.43,21,123,4.2,0
7,0.33,0.32,38,138,2.8,1
7,0.24,0.39,45,149,3.6,0
7,0.24,0.39,45,149,3.6,0
7,0.31,0.26,28,160,4.6,1
7,0.18,0.31,38,167,5.3,1
7,0.31,0.26,28,160,4.6,1
7,0.19,0.31,31,173,4.4,1
7,0.21,0.34,37,213,5,1
7,0.2,0.36,44,111,3.4,1
7,0.47,0.07,17,151,3.4,0
7,0.24,0.27,31,122,4.6,1
7,0.24,0.29,21,105,3.5,0
7,0.24,0.29,21,105,3.5,0
7,0.18,0.36,31,87,3.7,1
7,0.32,0.34,20,69,6.5,1
7,0.18,0.3,26,103,5.6,0
7,0.2,0.34,51,166,6,1
7,0.34,0.2,47,164,4.2,0
7,0.22,0.3,42,207,4.6,1
7,0.43,0.61,54,155,4.5,0
7,0.44,0.62,52,152,4.6,1
7,0.39,0.63,55,156,4.4,1
7,0.43,0.61,54,155,4.5,0
7,0.44,0.62,52,152,4.6,1
7,0.39,0.63,55,156,4.4,1
7,0.17,0.32,51,148,4.4,1
7,0.26,0.29,62,240,4.2,1
7,0.25,0.37,52,192,4.4,0
7,0.12,0.32,64,162,4.1,0
7,0.305,0.4,44,170,4.6,0
7,0.25,0.37,52,192,4.4,0
7,0.13,0.32,34,109,3.5,1
7,0.12,0.32,64,162,4.1,0
7,0.23,0.35,60,171,5.9,1
7,0.23,0.35,60,171,5.9,1
7,0.27,0.46,45,255,5.2,0
7,0.31,0.5,68,195,4.7,0
7,0.14,0.4,16,85,4.2,1
7,0.31,0.5,68,195,4.7,0
7,0.32,0.48,57,196,5,0
7,0.24,0.32,42,138,5.4,0
7,0.16,0.31,31,131,3.4,0
7,0.39,0.23,29,126,4.2,0
7,0.37,0.67,49,155,4.4,0
7,0.37,0.67,49,155,4.4,0
7,0.21,0.4,38,107,5.4,1
7,0.22,0.38,46,152,3.2,1
7,0.18,0.46,58,135,4.3,1
7,0.18,0.41,41,97,4.5,0
7,0.24,0.42,48,198,4.2,1
7,0.24,0.42,48,198,4.2,1
7,0.24,0.42,48,198,4.2,1
7,0.23,0.36,72,177,4.9,0
7,0.29,0.31,20,151,5.4,0
7,0.3,0.46,29,133,5.4,1
7,0.19,0.45,17,96,3.9,1
7,0.48,0.37,4,100,3.9,0
7,0.27,0.31,33,173,6.4,0
7,0.32,0.47,19,65,4.1,0
7,0.34,0.15,61,183,4.3,0
7,0.32,0.24,52,204,4.9,0
7,0.32,0.24,52,204,4.9,0
7,0.16,0.32,38,126,3.4,0
7,0.16,0.32,38,126,3.4,0
7,0.27,0.36,45,164,3.3,0
7,0.23,0.36,43,161,3.2,0
7,0.27,0.36,45,164,3.3,0
7,0.685,0.21,33,172,5.5,1
7,0.24,0.41,39,145,3.9,0
7,0.25,0.32,66,272,5.2,1
7,0.24,0.41,39,145,3.9,0
7,0.23,0.38,55,194,4.4,1
7,0.23,0.38,55,194,4.4,1
7,0.23,0.38,55,194,4.4,1
7,0.23,0.38,55,194,4.4,1
7,0.26,0.59,40,120,4.1,1
7,0.32,0.23,49,197,4.6,0
7,0.31,0.26,23,90,5,0
7,0.21,0.37,23,100,3.8,1
7,0.29,0.4,66,231,5.9,1
7,0.29,0.54,59,234,6.1,0
7,0.26,0.4,9,60,5,0
7,0.3,0.49,17,105,6.8,1
7,0.24,0.36,22,112,3.8,1
7,0.35,0.24,46,198,4.9,0
7,0.32,0.25,47,180,4.7,0
7,0.23,0.39,49,192,4.8,1
7,0.23,0.39,49,192,4.8,1
7,0.23,0.39,49,192,4.8,1
7,0.23,0.39,49,192,4.8,1
7,0.28,0.42,53,195,4.4,0
7,0.19,0.46,82,187,6,1
7,0.17,0.44,65,146,4.5,1
7,0.41,0.24,41,163,4.1,1
7,0.41,0.24,41,163,4.1,1
7,0.43,0.24,40,163,4.1,0
7,0.4,0.24,41,166,4.1,1
7,0.25,0.41,37,149,4.5,1
7,0.27,0.31,131,313,5.9,0
7,0.26,0.41,38,216,6,1
7,0.21,0.41,33,85,5.1,0
7,0.2,0.43,27,153,5.5,1
7,0.145,0.33,33,131,4,1
7,0.18,0.46,38,118,5,1
7,0.17,0.45,56,137,4.7,0
7,0.33,0.4,32,138,3,1
7,0.33,0.4,32,138,3,1
7,0.22,0.37,48,191,3.8,1
7,0.22,0.37,48,191,3.8,1
7,0.365,0.14,24,84,4.3,0
7,0.22,0.37,48,191,3.8,1
7,0.29,0.48,36,178,6.4,1
7,0.39,0.35,26,72,2.9,0
7,0.29,0.48,36,178,6.4,1
7,0.27,0.27,30,149,5.1,1
7,0.2,0.44,21,98,4.6,1
7,0.2,0.44,21,98,4.6,1
7,0.28,0.26,48,179,5.2,1
7,0.35,0.28,26,157,5.3,1
7,0.27,0.27,30,149,5.1,1
7,0.3,0.38,60,181,6.1,1
7,0.3,0.38,60,181,6.1,1
7,0.24,0.43,20,69,5.6,1
7,0.27,0.31,55,252,5.6,0
7,0.25,0.39,42,155,4.7,1
7,0.28,0.36,38,140,7.9,1
7,0.19,0.39,32,85,5,0
7,0.19,0.39,32,85,5,0
7,0.25,0.39,42,155,4.7,1
7,0.28,0.36,38,140,7.9,1
7,0.21,0.27,27,99,3.3,1
7,0.21,0.27,27,99,3.3,1
7,0.31,0.28,33,137,5.6,1
7,0.22,0.31,41,136,3.7,1
7,0.21,0.28,37,222,5.4,1
7,0.21,0.28,37,221,5.4,1
7,0.21,0.28,37,221,5.4,1
7,0.21,0.28,37,222,5.4,1
7,0.21,0.28,37,221,5.4,1
7,0.21,0.27,20,89,4.6,0
7,0.31,0.47,54,197,4.9,0
7,0.155,0.34,73.5,214,6.1,1
7,0.55,0.09,16,151,5.7,0
7,0.23,0.36,31,104,4.7,1
7,0.155,0.34,73.5,214,6.1,1
7,0.32,0.32,16,66,4,0
7,0.6,0.2,21,174,5.4,0
7,0.21,0.27,26,111,5.2,0
7,0.21,0.27,26,111,5.2,0
7,0.25,0.29,40,171,4.5,0
7,0.39,0.62,66,178,5,0
7,0.14,0.32,54,141,4.3,1
7,0.39,0.62,66,178,5,0
7,0.29,0.53,59,182,5.2,0
7,0.17,0.31,34,132,4.8,1
7,0.24,0.51,55,227,6.1,0
7,0.28,0.36,42,105,3.9,1
7,0.22,0.28,29,115,5.5,1
7,0.55,0.13,21,165,5.8,1
7,0.29,0.29,53,180,6.8,1
7,0.26,0.31,52,177,4.5,1
7,0.28,0.36,8,70,4.6,1
7,0.23,0.39,12,65,4,1
7,0.19,0.26,42,182,4.6,1
7,0.4,0.62,70,189,4.9,0
7,0.4,0.62,70,189,4.9,0
7,0.28,0.54,54,200,4.9,1
7,0.18,0.31,46,140,5.3,1
7,0.18,0.31,46,140,5.3,1
7,0.51,0.26,7,135,5.2,0
7,0.34,0.35,8,167,4.1,1
7,0.26,0.36,31,141,5.9,1
7,0.36,0.33,27,55,3.3,1
7,0.28,0.32,34,115,3.9,1
7,0.15,0.42,49,154,6,1
7,0.34,0.34,7,41,4,0
7,0.19,0.26,8,143,7.4,0
7,0.19,0.26,8,143,7.4,0
7,0.31,0.46,3,29,5.3,0
7,0.25,0.36,53,178,4.8,1
7,0.25,0.36,53,178,4.8,1
7,0.25,0.36,53,178,4.8,1
7,0.345,0.51,54,171,5.1,0
7,0.345,0.51,54,171,5.1,0
7,0.25,0.36,53,178,4.8,1
7,0.46,0.65,76,192,4.2,0
7,0.22,0.42,10,87,4.9,1
7,0.46,0.65,76,192,4.2,0
7,0.3,0.51,40,168,5.2,1
7,0.28,0.34,32,118,3.8,1
7,0.3,0.51,40,168,5.2,1
7,0.28,0.34,32,118,3.8,1
7,0.34,0.44,51,144,7.6,1
7,0.34,0.27,39,184,6.3,1
7,0.3,0.22,16,135,7.7,1
7,0.22,0.38,28,99,4.7,1
7,0.35,0.34,6,37,3.9,1
7,0.41,0.66,77,194,4.6,0
7,0.2,0.34,49,151,3.9,1
7,0.2,0.33,39,138,4.4,1
7,0.22,0.33,48,153,3.8,1
7,0.41,0.66,77,194,4.6,0
7,0.3,0.22,44,168,3.5,1
7,0.24,0.22,26,81,3.6,1
7,0.24,0.22,26,81,3.6,1
7,0.26,0.3,38,157,4.8,1
7,0.23,0.33,25,136,5.8,1
7,0.31,0.5,6,148,4.4,0
7,0.2,0.37,48,119,4.9,1
7,0.29,0.37,26,127,4.4,1
7,0.24,0.4,31,106,3.8,1
7,0.25,0.29,38,158,3.8,0
7,0.25,0.29,38,158,3.8,0
7,0.37,0.35,12,94,6.9,1
7,0.24,0.4,9,95,3.9,1
7,0.23,0.68,37,133,3.8,0
7,0.21,0.68,38,133,3.6,0
7,0.21,0.68,38,133,3.6,0
7,0.23,0.68,37,133,3.8,0
7,0.32,0.33,18,101,6.5,1
7,0.26,0.27,52,195,5,1
7,0.24,0.27,52,190,5,1
7,0.19,0.3,33,135,5,1
7,0.24,0.34,3,64,5.1,0
7,0.56,0.12,22,177,4.5,0
7,0.32,0.24,31,228,6.2,1
7,0.32,0.24,31,228,6.2,1
7,0.23,0.42,35,144,4.2,0
7,0.23,0.42,35,144,4.2,0
7,0.28,0.25,25,148,6.2,0
7,0.105,0.34,57,146,3.7,1
7,0.26,0.34,35,189,5.3,1
7,0.26,0.34,35,189,5.3,1
7,0.26,0.34,35,189,5.3,1
7,0.26,0.34,35,189,5.3,1
7,0.27,0.35,30,117,4.2,1
7,0.34,0.21,14,136,4.4,0
7,0.28,0.26,12,86,3.8,0
7,0.57,0.1,23,188,4.7,0
7,0.28,0.26,12,86,3.8,0
7,0.17,0.38,49,182,5.2,1
7,0.28,0.22,24,130,4.8,0
7,0.17,0.38,49,182,5.2,1
7,0.42,0.26,34,199,5.5,1
7,0.32,0.34,46,150,5,1
7,0.28,0.3,61,222,5,1
7,0.29,0.58,51,225,6.6,1
7,0.31,0.51,62,204,6,0
7,0.31,0.51,62,204,6,0
7,0.31,0.48,62,204,5.9,0
7,0.18,0.45,57,166,6.2,1
7,0.2,0.44,44,130,4.8,1
7,0.42,0.31,22,221,6.1,1
7,0.27,0.41,34,157,5,0
7,0.29,0.5,35,127,5,1
7,0.3,0.4,23,122,3.9,1
7,0.21,0.34,19,101,5.9,0
7,0.21,0.31,40,142,3.9,1
7,0.2,0.37,26,136,6.1,1
7,0.38,0.27,24,160,4.3,0
7,0.2,1.66,34,113,5.5,1
7,0.21,0.34,31,253,5.6,1
7,0.29,0.4,56,177,3.2,1
7,0.3,0.42,51,175,3.2,1
7,0.29,0.4,56,177,3.2,1
7,0.21,0.34,31,253,5.6,1
7,0.28,0.44,32,107,4.8,1
7,0.14,0.4,55,136,9.6,1
7,0.13,0.4,54,134,9.7,1
7,0.2,0.38,42,173,5.4,1
7,0.27,0.42,35,135,4.6,1
7,0.23,0.19,47,197,5.3,0
7,0.29,0.22,44,213,6.1,1
7,0.23,0.19,47,197,5.3,0
7,0.3,0.27,31,119,3,1
7,0.34,0.28,31,117,2.9,1
7,0.34,0.28,31,117,2.9,1
7,0.3,0.27,31,119,3,1
7,0.34,0.28,31,117,2.9,1
7,0.32,0.27,38,173,5.2,0
7,0.31,0.26,37,157,4.3,0
7,0.42,0.23,42,215,5.8,1
7,0.27,0.58,44,161,4.1,1
7,0.32,0.34,24,112,4.6,1
7,0.27,0.58,44,161,4.1,1
7,0.35,0.24,44,229,5.9,1
7,0.655,0.2,28,212,5.8,1
7,0.21,0.37,36,167,5.6,1
7,0.24,0.36,27,139,4.8,1
7,0.16,0.36,20,90,4.4,1
7,0.16,0.36,21,90,4.2,1
7,0.205,0.31,34,110,6.9,1
7,0.17,0.4,34,161,6.2,0
7,0.3,0.34,34,108,5.3,1
7,0.205,0.31,34,110,6.9,1
7,0.42,0.34,34,108,4.5,1
7,0.25,0.36,30,177,4,1
7,0.25,0.36,30,177,4,1
7,0.25,0.36,30,177,4,1
7,0.34,0.35,12,126,3.9,1
7,0.33,0.35,12,126,3.9,1
7,0.21,0.29,29,118,5,1
7,0.21,0.29,29,118,5,1
7,0.34,0.58,41,151,4.9,0
7,0.2,0.35,30,116,7.7,1
7,0.25,0.42,57,182,7.5,1
7,0.18,0.46,41,143,7.6,1
7,0.28,0.42,49,173,8.2,1
7,0.24,0.29,37,97,7,1
7,0.34,0.58,41,151,4.9,0
7,0.15,0.29,10,64,3.9,0
7,0.21,0.32,28,141,5.7,1
7,0.21,0.32,28,141,5.7,1
7,0.26,0.43,22,125,5.5,1
7,0.26,0.43,22,125,5.5,1
7,0.26,0.31,39,173,5.1,1
7,0.26,0.31,39,173,5.1,1
7,0.31,0.29,33,128,3.6,1
7,0.29,0.26,12,87,4.6,1
7,0.25,0.39,30,124,4.3,1
7,0.24,0.31,46,217,5.3,0
7,0.13,0.39,36,137,5.6,1
7,0.3,0.32,23,124,3.3,1
7,0.24,0.34,27,107,3.9,1
7,0.11,0.32,59,144,4.4,1
7,0.32,0.62,56,153,4.4,1
7,0.32,0.62,56,153,4.4,1
7,0.28,0.41,50,152,4.9,1
7,0.17,0.52,21,84,4,1
7,0.24,0.29,39,194,4.7,1
7,0.25,0.39,8,84,4.6,0
7,0.345,0.26,15,134,3.8,0
7,0.22,0.34,26,143,4.9,1
7,0.22,0.34,26,143,4.9,1
7,0.345,0.26,15,134,3.8,0
7,0.32,0.26,13,133,3.8,0
7,0.24,0.34,38,174,4.2,1
7,0.24,0.34,38,174,4.2,1
7,0.24,0.34,38,174,4.2,1
7,0.13,0.38,14,114,9,1
7,0.3,0.25,22,111,4.9,0
7,0.28,0.33,32,155,6.2,1
7,0.28,0.33,32,155,6.2,1
7,0.28,0.3,44,161,4.8,1
7,0.3,0.3,45,163,4.5,1
7,0.28,0.39,8,117,3.8,1
7,0.24,0.18,9,62,4.7,0
7,0.27,0.34,27,154,4.5,1
7,0.21,0.6,47,165,5.4,1
7,0.16,0.44,25,109,7.5,1
7,0.16,0.41,60,173,6.6,1
7,0.39,0.22,19,113,2.9,0
7,0.16,0.44,25,109,7.5,1
7,0.18,0.42,47,157,3.1,1
7,0.19,0.38,48,174,3.8,1
7,0.24,0.35,51,128,5.9,1
7,0.2,0.41,24,166,6.2,1
7,0.3,0.36,44.5,234,6.4,1
7,0.3,0.36,44.5,234,6.4,1
7,0.64,0.46,33,227,7.4,0
7,0.17,0.37,18,75,8.8,0
7,0.47,0.24,11,77,5.6,0
7,0.15,0.34,33,104,5.2,1
7,0.17,0.34,13,102,7.4,0
7,0.275,0.3,19,75,5.6,0
7,0.49,0.32,18,104,4.5,0
7,0.33,0.48,55,243,4,0
7,0.21,0.37,23,94,4.8,1
7,0.15,0.4,24,92,4.5,0
7,0.31,0.52,5,61,4.3,0
7,0.24,0.34,29,152,5.4,0
7,0.29,0.42,18,86,3.9,0
7,0.31,0.52,5,61,4.3,0
7,0.21,0.34,26,111,4.7,1
7,0.51,0.24,35,197,4.7,0
7,0.21,0.34,26,111,4.7,1
7,0.21,0.28,45,185,5.5,0
7,0.19,0.34,33,125,4.9,1
7,0.34,0.3,25,192,4.7,0
7,0.28,0.33,42,180,5.9,1
7,0.26,0.44,43,132,6.5,0
7,0.2,0.37,43,190,4.2,1
7,0.31,0.69,58,160,4.5,0
7,0.24,0.32,39,123,4.2,1
7,0.2,0.37,43,190,4.2,1
7,0.17,0.33,17,127,3.9,1
7,0.21,0.35,35,178,4.7,1
7,0.21,0.4,24,156,4.3,1
7,0.24,0.31,52,183,3.2,0
7,0.29,0.39,6,117,4.2,0
7,0.31,0.69,58,160,4.5,0
7,0.37,0.15,27,87,5.9,1
7,0.37,0.15,27,87,5.9,1
7,0.18,0.4,22,102,4.4,0
7,0.15,0.38,33,96,3.9,1
7,0.25,0.29,33,117,3.2,1
7,0.41,0.34,19,127,4.2,0
7,0.24,0.3,27,131,4.5,0
7,0.25,0.32,27,132,4.4,0
7,0.17,0.37,29,111,4.9,1
7,0.16,0.3,37,171,4.4,0
7,0.33,0.36,26,172,4.8,0
7,0.3,0.29,23,135,3.8,1
7,0.3,0.29,23,135,3.8,1
7,0.3,0.29,23,135,3.8,1
7,0.14,0.34,50,153,8,1
7,0.3,0.29,23,135,3.8,1
7,0.23,0.43,22,113,6.2,1
7,0.2,0.38,21,74,3.7,0
7,0.14,0.34,50,153,8,1
7,0.25,0.43,20,115,5,1
7,0.21,0.44,10,119,7,1
7,0.22,0.33,31,101,5.5,0
7,0.26,0.26,49,214,5,1
7,0.2,0.25,31,109,3.6,0
7,0.42,0.45,20,125,3.6,1
7,0.22,0.33,31,101,5.5,0
7,0.46,0.32,40,138,4.4,1
7,0.32,0.37,22,184,4.3,0
7,0.21,0.3,45,143,3.3,1
7,0.26,0.47,5,55,4.5,0
7,0.21,0.44,10,119,7,1
7,0.26,0.32,29,107,4.2,1
7,0.22,0.4,44.5,129.5,4.1,1
7,0.22,0.45,53,141,4.6,1
7,0.22,0.4,44.5,129.5,4.1,1
7,0.26,0.32,29,107,4.2,1
7,0.25,0.37,14,93,4.8,1
7,0.17,0.37,26,75,4.6,1
7,0.26,0.46,61,171,3.5,1
7,0.27,0.39,28,188,3,0
7,0.32,0.36,32,155,5.2,1
7,0.26,0.44,25,126,3.4,1
7,0.28,0.39,21,115,6.7,1
7,0.23,0.39,29,102,5.4,1
7,0.23,0.39,29,102,5.4,1
7,0.29,0.3,46,238,4.1,1
7,0.41,0.37,40,114,5.4,1
7,0.44,0.37,27,93,5.4,1
7,0.39,0.3,29,131,4.4,1
7,0.26,0.31,47,155,5,1
7,0.32,0.31,46,195,4.8,0
7,0.24,0.39,35,116,5.1,0
7,0.44,0.37,35,128,4.3,1
7,0.14,0.28,44,178,4.3,1
7,0.18,0.42,33,187,4.1,1
7,0.44,0.37,35,128,4.3,1
7,0.21,0.34,25,80,4,1
7,0.18,0.31,20,73,4,1
7,0.25,0.41,52,165,3.9,1
7,0.16,0.73,58,150,3,0
7,0.18,0.65,28,157,6.2,1
7,0.19,0.68,31,156,6.4,1
7,0.18,0.65,28,157,6.2,1
7,0.14,0.35,15,73,3.9,0
7,0.28,0.34,36,116,4.1,1
7,0.31,0.29,21,145,3.5,0
7,0.39,0.31,32,162,4.8,0
7,0.31,0.29,21,145,3.5,0
7,0.24,0.36,10,133,3.7,1
7,0.16,0.41,29,140,7.8,1
7,0.27,0.34,26,168,4.8,1
7,0.31,0.74,51,147,4.3,0
7,0.27,0.34,26,168,4.8,1
7,0.16,0.41,29,140,7.8,1
7,0.32,0.33,29,109,5.1,1
7,0.23,0.32,54,191,5.6,1
7,0.23,0.32,54,191,5.6,1
7,0.38,0.33,30,131,4.4,1
7,0.42,0.38,29,122,3.7,1
7,0.34,0.39,45,163,4.7,1
7,0.23,0.28,45,166,4,0
7,0.19,0.42,39,212,3.3,1
7,0.14,0.45,17,114,4.9,1
7,0.255,0.26,40,190,3.9,1
7,0.15,0.34,21,177,6.2,0
7,0.19,0.42,6,114,7.4,1
7,0.43,0.37,17,114,4.3,1
7,0.32,0.48,28,114,5.2,1
7,0.16,0.64,69,210,5.1,1
7,0.21,0.39,62,180,7.5,1
7,0.29,0.36,38,161,3.7,1
7,0.16,0.32,50,121,3.3,1
7,0.54,0.23,13,151,3.3,0
7,0.23,0.37,51,165,4,1
7,0.39,0.37,36,113,4.8,1
7,0.46,0.39,46,163,3.5,1
7,0.29,0.36,38,161,3.7,1
7,0.13,0.3,43,179,4.1,0
7,0.19,0.41,38,143,4.2,0
7,0.22,0.41,55,191,5.9,1
7,0.19,0.41,38,143,4.2,0
7,0.14,0.41,22,95,4.3,1
7,0.27,0.24,19,115,4.5,0
7,0.22,0.41,55,191,5.9,1
7,0.64,0.47,42,185,4.9,0
7,0.28,0.39,23,116,4,1
7,0.36,0.56,25,102,3.3,1
7,0.18,0.29,12,143,4.8,1
7,0.18,0.29,12,143,4.8,1
7,0.25,0.36,35,200,4.6,1
7,0.25,0.36,35,200,4.6,1
7,0.2,0.34,32,83,4.6,1
7,0.25,0.36,35,200,4.6,1
7,0.4,0.29,31,122,5,1
7,0.26,0.31,29,128,6.4,1
7,0.19,0.28,16,78,7.8,1
7,0.25,0.36,35,200,4.6,1
7,0.2,0.34,29,118,4.1,1
7,0.26,0.32,39,97,4,1
7,0.2,0.34,32,83,4.6,1
7,0.14,0.74,27,103,4,1
7,0.22,0.49,34,140,3.4,1
7,0.25,0.49,35,156,5.5,0
7,0.39,0.24,8,119,3.1,0
7,0.29,0.49,32,99,3.3,1
7,0.25,0.49,35,156,5.5,0
7,0.26,0.74,56,162,4.4,0
7,0.31,0.24,17,117,3.5,0
7,0.18,0.49,34,125,4,1
7,0.43,0.49,37,158,3.5,1
7,0.16,0.49,18,150,4.7,1
7,0.16,0.49,18,150,4.7,1
7,0.43,0.49,37,158,3.5,1
7,0.4,0.49,11,138,4.2,0
7,0.43,0.49,37,158,3.5,1
7,0.52,0.49,37,156,3.8,1
7,0.22,0.74,42,144,4.1,1
7,0.11,0.49,27,133,4.2,1
7,0.16,0.49,18,150,4.7,1
7,0.2,0.74,19,163,5.3,0
7,0.25,0.49,30,96,3.9,1
7,0.4,0.49,11,138,4.2,0
7,0.52,0.49,37,156,3.8,1
7,0.43,0.49,37,158,3.5,1
7,0.21,0.49,6,48,2.8,0
7,0.2,0.49,39,128,4.8,1
7,0.08,0.49,18,148,4.4,1
7,0.85,0.49,40,184,3.6,0
7,0.51,0.24,10,104,2.9,1
7,0.22,0.24,39,159,2.8,1
7,0.16,0.49,20,124,4.9,1
7,0.08,0.49,18,148,4.4,1
7,0.32,0.24,8,134,5,0
7,0.28,0.49,20,126,3.9,1
7,0.16,0.74,52,187,4.1,0
7,0.2,0.49,8,97,6.2,0
7,0.35,0.49,42,186,3.8,1
7,0.29,0.49,45,197,3.8,1
7,0.27,0.49,23,86,4.2,1
7,0.19,0.49,26,132,3.2,1
7,0.17,0.74,24,126,3.8,1
7,0.26,0.74,59,160,6.4,1
7,0.2,0.49,15,144,4.7,0
7,0.22,0.49,29,134,3.2,1
7,0.22,0.49,48,161,2.8,1
7,0.19,0.49,26,132,3.2,1
7,0.155,0.49,34,136,7.7,1
7,0.27,0.74,47,156,4.4,0
7,0.28,0.49,48,195,5.5,1
7,0.27,0.49,33,156,5.4,1
7,0.27,0.74,47,156,4.4,0
7,0.23,0.49,61,209,3,1
7,0.26,0.49,32,107,5.4,1
7,0.18,0.74,44,176,6.7,1
7,0.26,0.49,32,107,5.4,1
7,0.18,0.74,44,176,6.7,1
7,0.53,0.24,29,86,3.2,0
7,0.16,0.49,27,104,5.7,1
7,0.14,0.49,28,99,7.2,1
7,0.12,0.49,33,152,4.7,1
7,0.36,0.24,32,102,5.9,1
7,0.18,0.49,36,157,4.8,1
7,0.21,0.49,44,152,4.4,1
7,0.42,0.49,32,164,6,1
7,0.23,0.49,45,182,5.8,1
7,0.18,0.49,36,157,4.8,1
7,0.3,0.74,33,156,5.2,1
7,0.34,0.49,26,126,3.3,1
7,0.3,0.74,33,156,5.2,1
7,0.18,0.49,36,158,4.1,0
7,0.19,0.49,19,110,4.4,0
7,0.3,0.49,49,188,5.8,1
7,0.3,0.49,49,188,5.8,1
7,0.26,0.49,21,116,3.5,0
7,0.64,0.49,17,128,5.8,0
7,0.31,0.49,50,191,5.3,0
7,0.3,0.74,46,165,4,0
7,0.3,0.74,46,165,4,0
7,0.27,0.74,27,122,4.8,1
7,0.14,0.74,30,165,8.2,1
7,0.29,0.49,37,136,4,1
7,0.29,0.49,37,136,4,1
7,0.26,0.49,31,113,4.2,1
7,0.32,0.49,44,109,4.6,1
7,0.32,0.49,44,109,4.6,1
7,0.26,0.49,28,87,3.2,1
7,0.19,0.49,42,140,4.7,1
7,0.26,0.49,28,87,3.2,1
7,0.14,0.49,22,118,3.6,1
7,0.15,0.24,21,98,3.1,1
7,0.28,0.49,28,111,5.8,1
7,0.19,0.49,15,110,3.8,1
7,0.14,0.74,21,126,4.5,1
7,0.49,0.49,29,149,3.3,0
7,0.47,0.49,42,220,5.1,0
7,0.22,0.49,26,105,3.9,0
7,0.49,0.49,29,149,3.3,0
7,0.19,0.49,50,134,3.6,1
7,0.19,0.49,50,134,3.6,1
7,0.24,0.49,50,149,5.9,1
7,0.21,0.49,20,99,2.8,1
7,0.3,0.49,31,100,5.9,0
7,0.31,0.49,27,131,6.7,1
7,0.33,0.28,35,176,3.8,1
7,0.28,0.49,27,142,5.9,0
7,0.4,0.49,34,162,5.8,1
7,0.33,0.28,35,176,3.8,1
7,0.445,0.56,8,84,4.3,0
7,0.18,0.33,20,72,3.8,1
7,0.31,0.38,10,124,4.4,1
7,0.24,0.18,33,160,5.6,1
7,0.35,0.3,27,87,4.2,1
7,0.35,0.3,27,87,4.2,1
7,0.23,0.37,60,156,3.5,1
7,0.32,0.34,44,197,5.5,0
7,0.25,0.28,55,205,3.8,1
7,0.25,0.28,55,205,3.8,1
7,0.26,0.33,41.5,195,4.4,1
7,0.25,0.28,55,205,3.8,1
7,0.26,0.37,42,147,7.2,0
7,0.26,0.33,41.5,195,4.4,1
7,0.16,0.25,28,123,5.5,1
7,0.25,0.28,55,205,3.8,1
7,0.24,0.3,41,213,4.9,1
7,0.12,0.32,47,150,4.2,1
7,0.21,0.33,35,132,4,1
